frame,substep,transition,dEnergy,dSpeed,dGXV,dGrad,toStage,toMaxGradName,toMaxGradX,toMaxGradY
280,6,"afterCipVelocity->afterRhs",-0.000008052,-0.000171933,0,0,"afterRhs","GXV",79,64
280,6,"afterRhs->afterNewGradV",0,0,-0.000006318,-0.000006318,"afterNewGradV","GXV",79,64
280,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,7,"beforeCip->afterCipVelocity",0.000466989,0.000657431,0.00426203,0.00426203,"afterCipVelocity","GXV",79,64
280,7,"afterCipVelocity->afterRhs",-0.000008095,-0.000170839,0,0,"afterRhs","GXV",79,64
280,7,"afterRhs->afterNewGradV",0,0,-0.000006378,-0.000006378,"afterNewGradV","GXV",79,64
280,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,8,"beforeCip->afterCipVelocity",0.000476655,0.000659199,0.004303336,0.004303336,"afterCipVelocity","GXV",79,64
280,8,"afterCipVelocity->afterRhs",-0.000008138,-0.000169628,0,0,"afterRhs","GXV",79,64
280,8,"afterRhs->afterNewGradV",0,0,-0.000006378,-0.000006378,"afterNewGradV","GXV",79,64
280,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,9,"beforeCip->afterCipVelocity",0.000486555,0.000660789,0.004345357,0.004345357,"afterCipVelocity","GXV",79,64
280,9,"afterCipVelocity->afterRhs",-0.000008182,-0.000168305,0,0,"afterRhs","GXV",79,64
280,9,"afterRhs->afterNewGradV",0,0,-0.000006378,-0.000006378,"afterNewGradV","GXV",79,64
280,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,10,"beforeCip->afterCipVelocity",0.000496699,0.000662198,0.004388034,0.004388034,"afterCipVelocity","GXV",79,64
280,10,"afterCipVelocity->afterRhs",-0.000008228,-0.000166861,0,0,"afterRhs","GXV",79,64
280,10,"afterRhs->afterNewGradV",0,0,-0.000006437,-0.000006437,"afterNewGradV","GXV",79,64
280,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,11,"beforeCip->afterCipVelocity",0.000507092,0.000663423,0.004431367,0.004431367,"afterCipVelocity","GXV",79,64
280,11,"afterCipVelocity->afterRhs",-0.000008276,-0.000165305,0,0,"afterRhs","GXV",79,64
280,11,"afterRhs->afterNewGradV",0,0,-0.000006437,-0.000006437,"afterNewGradV","GXV",79,64
280,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,0,"beforeCip->afterCipVelocity",0.000517743,0.000664462,0.004475355,0.004475355,"afterCipVelocity","GXV",79,64
281,0,"afterCipVelocity->afterRhs",-0.000008325,-0.000163632,0,0,"afterRhs","GXV",79,64
281,0,"afterRhs->afterNewGradV",0,0,-0.000006437,-0.000006437,"afterNewGradV","GXV",79,64
281,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,1,"beforeCip->afterCipVelocity",0.000528663,0.000665316,0.004520118,0.004520118,"afterCipVelocity","GXV",79,64
281,1,"afterCipVelocity->afterRhs",-0.000008375,-0.000161835,0,0,"afterRhs","GXV",79,64
281,1,"afterRhs->afterNewGradV",0,0,-0.000006497,-0.000006497,"afterNewGradV","GXV",79,64
281,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,2,"beforeCip->afterCipVelocity",0.000539863,0.000665989,0.004565477,0.004565477,"afterCipVelocity","GXV",79,64
281,2,"afterCipVelocity->afterRhs",-0.000008427,-0.00015993,0,0,"afterRhs","GXV",79,64
281,2,"afterRhs->afterNewGradV",0,0,-0.000006497,-0.000006497,"afterNewGradV","GXV",79,64
281,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,3,"beforeCip->afterCipVelocity",0.000551351,0.000666473,0.004611671,0.004611671,"afterCipVelocity","GXV",79,64
281,3,"afterCipVelocity->afterRhs",-0.000008482,-0.000157904,0,0,"afterRhs","GXV",79,64
281,3,"afterRhs->afterNewGradV",0,0,-0.000006497,-0.000006497,"afterNewGradV","GXV",79,64
281,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,4,"beforeCip->afterCipVelocity",0.000563137,0.000666775,0.00465858,0.00465858,"afterCipVelocity","GXV",79,64
281,4,"afterCipVelocity->afterRhs",-0.000008536,-0.000155762,0,0,"afterRhs","GXV",79,64
281,4,"afterRhs->afterNewGradV",0,0,-0.000006557,-0.000006557,"afterNewGradV","GXV",79,64
281,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,5,"beforeCip->afterCipVelocity",0.000575237,0.000666892,0.004706264,0.004706264,"afterCipVelocity","GXV",79,64
281,5,"afterCipVelocity->afterRhs",-0.000008594,-0.000153504,0,0,"afterRhs","GXV",79,64
281,5,"afterRhs->afterNewGradV",0,0,-0.000006557,-0.000006557,"afterNewGradV","GXV",79,64
281,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,6,"beforeCip->afterCipVelocity",0.00058766,0.000666836,0.004754663,0.004754663,"afterCipVelocity","GXV",79,64
281,6,"afterCipVelocity->afterRhs",-0.000008652,-0.000151137,0,0,"afterRhs","GXV",79,64
281,6,"afterRhs->afterNewGradV",0,0,-0.000006557,-0.000006557,"afterNewGradV","GXV",79,64
281,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,7,"beforeCip->afterCipVelocity",0.000600419,0.000666598,0.004803956,0.004803956,"afterCipVelocity","GXV",79,64
281,7,"afterCipVelocity->afterRhs",-0.000008713,-0.000148658,0,0,"afterRhs","GXV",79,64
281,7,"afterRhs->afterNewGradV",0,0,-0.000006616,-0.000006616,"afterNewGradV","GXV",79,64
281,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,8,"beforeCip->afterCipVelocity",0.000613528,0.000666182,0.004854023,0.004854023,"afterCipVelocity","GXV",79,64
281,8,"afterCipVelocity->afterRhs",-0.000008778,-0.000146074,0,0,"afterRhs","GXV",79,64
281,8,"afterRhs->afterNewGradV",0,0,-0.000006616,-0.000006616,"afterNewGradV","GXV",79,64
281,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,9,"beforeCip->afterCipVelocity",0.000627005,0.000665599,0.004904926,0.004904926,"afterCipVelocity","GXV",79,64
281,9,"afterCipVelocity->afterRhs",-0.000008843,-0.000143378,0,0,"afterRhs","GXV",79,64
281,9,"afterRhs->afterNewGradV",0,0,-0.000006616,-0.000006616,"afterNewGradV","GXV",79,64
281,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,10,"beforeCip->afterCipVelocity",0.000640859,0.000664843,0.004956663,0.004956663,"afterCipVelocity","GXV",79,64
281,10,"afterCipVelocity->afterRhs",-0.000008912,-0.000140577,0,0,"afterRhs","GXV",79,64
281,10,"afterRhs->afterNewGradV",0,0,-0.000006676,-0.000006676,"afterNewGradV","GXV",79,64
281,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
281,11,"beforeCip->afterCipVelocity",0.000655109,0.000663927,0.005009294,0.005009294,"afterCipVelocity","GXV",79,64
281,11,"afterCipVelocity->afterRhs",-0.000008982,-0.000137671,0,0,"afterRhs","GXV",79,64
281,11,"afterRhs->afterNewGradV",0,0,-0.000006676,-0.000006676,"afterNewGradV","GXV",79,64
281,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,0,"beforeCip->afterCipVelocity",0.00066977,0.00066286,0.005062759,0.005062759,"afterCipVelocity","GXV",79,64
282,0,"afterCipVelocity->afterRhs",-0.000009057,-0.000134683,0,0,"afterRhs","GXV",79,64
282,0,"afterRhs->afterNewGradV",0,0,-0.000006676,-0.000006676,"afterNewGradV","GXV",79,64
282,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,1,"beforeCip->afterCipVelocity",0.000684853,0.000661634,0.005117178,0.005117178,"afterCipVelocity","GXV",79,64
282,1,"afterCipVelocity->afterRhs",-0.000009132,-0.000131584,0,0,"afterRhs","GXV",79,64
282,1,"afterRhs->afterNewGradV",0,0,-0.000006735,-0.000006735,"afterNewGradV","GXV",79,64
282,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,2,"beforeCip->afterCipVelocity",0.000700374,0.000660264,0.005172491,0.005172491,"afterCipVelocity","GXV",79,64
282,2,"afterCipVelocity->afterRhs",-0.000009212,-0.000128402,0,0,"afterRhs","GXV",79,64
282,2,"afterRhs->afterNewGradV",0,0,-0.000006735,-0.000006735,"afterNewGradV","GXV",79,64
282,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,3,"beforeCip->afterCipVelocity",0.00071635,0.000658757,0.005228758,0.005228758,"afterCipVelocity","GXV",79,64
282,3,"afterCipVelocity->afterRhs",-0.000009295,-0.000125131,0,0,"afterRhs","GXV",79,64
282,3,"afterRhs->afterNewGradV",0,0,-0.000006735,-0.000006735,"afterNewGradV","GXV",79,64
282,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,4,"beforeCip->afterCipVelocity",0.000732794,0.000657114,0.005286038,0.005286038,"afterCipVelocity","GXV",79,64
282,4,"afterCipVelocity->afterRhs",-0.000009382,-0.000122205,0,0,"afterRhs","GXV",79,64
282,4,"afterRhs->afterNewGradV",0,0,-0.000006795,-0.000006795,"afterNewGradV","GXV",79,64
282,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,5,"beforeCip->afterCipVelocity",0.000749722,0.000655388,0.005344272,0.005344272,"afterCipVelocity","GXV",79,64
282,5,"afterCipVelocity->afterRhs",-0.000009473,-0.000119157,0,0,"afterRhs","GXV",79,64
282,5,"afterRhs->afterNewGradV",0,0,-0.000006795,-0.000006795,"afterNewGradV","GXV",79,64
282,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,6,"beforeCip->afterCipVelocity",0.000767146,0.000653593,0.005403638,0.005403638,"afterCipVelocity","GXV",79,64
282,6,"afterCipVelocity->afterRhs",-0.000009568,-0.000116009,0,0,"afterRhs","GXV",79,64
282,6,"afterRhs->afterNewGradV",0,0,-0.000006795,-0.000006795,"afterNewGradV","GXV",79,64
282,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,7,"beforeCip->afterCipVelocity",0.000785075,0.000651744,0.005464137,0.005464137,"afterCipVelocity","GXV",79,64
282,7,"afterCipVelocity->afterRhs",-0.000009667,-0.000112769,0,0,"afterRhs","GXV",79,64
282,7,"afterRhs->afterNewGradV",0,0,-0.000006855,-0.000006855,"afterNewGradV","GXV",79,64
282,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,8,"beforeCip->afterCipVelocity",0.000803524,0.00064985,0.005525768,0.005525768,"afterCipVelocity","GXV",79,64
282,8,"afterCipVelocity->afterRhs",-0.000009771,-0.000109443,0,0,"afterRhs","GXV",79,64
282,8,"afterRhs->afterNewGradV",0,0,-0.000006855,-0.000006855,"afterNewGradV","GXV",79,64
282,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,9,"beforeCip->afterCipVelocity",0.000822504,0.000647924,0.005588531,0.005588531,"afterCipVelocity","GXV",79,64
282,9,"afterCipVelocity->afterRhs",-0.000009879,-0.000106056,0,0,"afterRhs","GXV",79,64
282,9,"afterRhs->afterNewGradV",0,0,-0.000006855,-0.000006855,"afterNewGradV","GXV",79,64
282,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,10,"beforeCip->afterCipVelocity",0.000842027,0.000645973,0.005652428,0.005652428,"afterCipVelocity","GXV",79,64
282,10,"afterCipVelocity->afterRhs",-0.000009991,-0.000102613,0,0,"afterRhs","GXV",79,64
282,10,"afterRhs->afterNewGradV",0,0,-0.000006914,-0.000006914,"afterNewGradV","GXV",79,64
282,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
282,11,"beforeCip->afterCipVelocity",0.000862104,0.000643992,0.005717576,0.005717576,"afterCipVelocity","GXV",79,64
282,11,"afterCipVelocity->afterRhs",-0.000010111,-0.000099108,0,0,"afterRhs","GXV",79,64
282,11,"afterRhs->afterNewGradV",0,0,-0.000006914,-0.000006914,"afterNewGradV","GXV",79,64
282,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,0,"beforeCip->afterCipVelocity",0.000882747,0.000642001,0.005783916,0.005783916,"afterCipVelocity","GXV",79,64
283,0,"afterCipVelocity->afterRhs",-0.000010236,-0.000095563,0,0,"afterRhs","GXV",79,64
283,0,"afterRhs->afterNewGradV",0,0,-0.000006974,-0.000006974,"afterNewGradV","GXV",79,64
283,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,1,"beforeCip->afterCipVelocity",0.000903962,0.000639993,0.005851507,0.005851507,"afterCipVelocity","GXV",79,64
283,1,"afterCipVelocity->afterRhs",-0.000010366,-0.000091972,0,0,"afterRhs","GXV",79,64
283,1,"afterRhs->afterNewGradV",0,0,-0.000006974,-0.000006974,"afterNewGradV","GXV",79,64
283,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,2,"beforeCip->afterCipVelocity",0.000925767,0.000637977,0.00592041,0.00592041,"afterCipVelocity","GXV",79,64
283,2,"afterCipVelocity->afterRhs",-0.000010503,-0.000088342,0,0,"afterRhs","GXV",79,64
283,2,"afterRhs->afterNewGradV",0,0,-0.000006974,-0.000006974,"afterNewGradV","GXV",79,64
283,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,3,"beforeCip->afterCipVelocity",0.000948161,0.000635951,0.005990505,0.005990505,"afterCipVelocity","GXV",79,64
283,3,"afterCipVelocity->afterRhs",-0.000010645,-0.000084681,0,0,"afterRhs","GXV",79,64
283,3,"afterRhs->afterNewGradV",0,0,-0.000007033,-0.000007033,"afterNewGradV","GXV",79,64
283,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,4,"beforeCip->afterCipVelocity",0.000971162,0.000633924,0.006062031,0.006062031,"afterCipVelocity","GXV",79,64
283,4,"afterCipVelocity->afterRhs",-0.000010795,-0.00008099,0,0,"afterRhs","GXV",79,64
283,4,"afterRhs->afterNewGradV",0,0,-0.000007033,-0.000007033,"afterNewGradV","GXV",79,64
283,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,5,"beforeCip->afterCipVelocity",0.000994774,0.000631895,0.006134808,0.006134808,"afterCipVelocity","GXV",79,64
283,5,"afterCipVelocity->afterRhs",-0.00001095,-0.000077268,0,0,"afterRhs","GXV",79,64
283,5,"afterRhs->afterNewGradV",0,0,-0.000007093,-0.000007093,"afterNewGradV","GXV",79,64
283,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,6,"beforeCip->afterCipVelocity",0.001019009,0.00062988,0.006209016,0.006209016,"afterCipVelocity","GXV",79,64
283,6,"afterCipVelocity->afterRhs",-0.000011114,-0.00007353,0,0,"afterRhs","GXV",79,64
283,6,"afterRhs->afterNewGradV",0,0,-0.000007093,-0.000007093,"afterNewGradV","GXV",79,64
283,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,7,"beforeCip->afterCipVelocity",0.001043877,0.000627879,0.005461812,0.005461812,"afterCipVelocity","GXV",79,64
283,7,"afterCipVelocity->afterRhs",-0.000011282,-0.000069715,0,0,"afterRhs","GXV",79,64
283,7,"afterRhs->afterNewGradV",0,0,-0.000007153,-0.000007153,"afterNewGradV","GXV",79,64
283,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,8,"beforeCip->afterCipVelocity",0.001069381,0.000625883,0.000007153,0.000007153,"afterCipVelocity","GXV",79,64
283,8,"afterCipVelocity->afterRhs",-0.000011459,-0.000065907,0,0,"afterRhs","GXV",79,64
283,8,"afterRhs->afterNewGradV",0,0,-0.000007153,-0.000007153,"afterNewGradV","GXV",79,64
283,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,9,"beforeCip->afterCipVelocity",0.001095495,0.00062391,0.000007153,0.000007153,"afterCipVelocity","GXV",79,64
283,9,"afterCipVelocity->afterRhs",-0.00001164,-0.000062113,0,0,"afterRhs","GXV",79,64
283,9,"afterRhs->afterNewGradV",0,0,-0.000007212,-0.000007212,"afterNewGradV","GXV",79,64
283,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,10,"beforeCip->afterCipVelocity",0.001122261,0.000621965,0.000007212,0.000007212,"afterCipVelocity","GXV",79,64
283,10,"afterCipVelocity->afterRhs",-0.000011831,-0.000058311,0,0,"afterRhs","GXV",79,64
283,10,"afterRhs->afterNewGradV",0,0,-0.000007212,-0.000007212,"afterNewGradV","GXV",79,64
283,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
283,11,"beforeCip->afterCipVelocity",0.001149689,0.000620064,0.000007212,0.000007212,"afterCipVelocity","GXV",79,64
283,11,"afterCipVelocity->afterRhs",-0.000012024,-0.000054526,0,0,"afterRhs","GXV",79,64
283,11,"afterRhs->afterNewGradV",0,0,-0.000007272,-0.000007272,"afterNewGradV","GXV",79,64
283,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,0,"beforeCip->afterCipVelocity",0.001177796,0.000618214,0.000007272,0.000007272,"afterCipVelocity","GXV",79,64
284,0,"afterCipVelocity->afterRhs",-0.000012227,-0.000050786,0,0,"afterRhs","GXV",79,64
284,0,"afterRhs->afterNewGradV",0,0,-0.000007272,-0.000007272,"afterNewGradV","GXV",79,64
284,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,1,"beforeCip->afterCipVelocity",0.001206597,0.000616425,0.000007272,0.000007272,"afterCipVelocity","GXV",79,64
284,1,"afterCipVelocity->afterRhs",-0.000012436,-0.000047056,0,0,"afterRhs","GXV",79,64
284,1,"afterRhs->afterNewGradV",0,0,-0.000007331,-0.000007331,"afterNewGradV","GXV",79,64
284,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,2,"beforeCip->afterCipVelocity",0.001236088,0.000614709,0.000007331,0.000007331,"afterCipVelocity","GXV",79,64
284,2,"afterCipVelocity->afterRhs",-0.000012649,-0.000043328,0,0,"afterRhs","GXV",79,64
284,2,"afterRhs->afterNewGradV",0,0,-0.000007331,-0.000007331,"afterNewGradV","GXV",79,64
284,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,3,"beforeCip->afterCipVelocity",0.00126629,0.000613083,0.000007331,0.000007331,"afterCipVelocity","GXV",79,64
284,3,"afterCipVelocity->afterRhs",-0.000012867,-0.000039632,0,0,"afterRhs","GXV",79,64
284,3,"afterRhs->afterNewGradV",0,0,-0.000007391,-0.000007391,"afterNewGradV","GXV",79,64
284,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,4,"beforeCip->afterCipVelocity",0.001297245,0.000611576,0.000007391,0.000007391,"afterCipVelocity","GXV",79,64
284,4,"afterCipVelocity->afterRhs",-0.000013092,-0.000035952,0,0,"afterRhs","GXV",79,64
284,4,"afterRhs->afterNewGradV",0,0,-0.000007391,-0.000007391,"afterNewGradV","GXV",79,64
284,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,5,"beforeCip->afterCipVelocity",0.001328985,0.000610189,0.000007391,0.000007391,"afterCipVelocity","GXV",79,64
284,5,"afterCipVelocity->afterRhs",-0.000013323,-0.00003232,0,0,"afterRhs","GXV",79,64
284,5,"afterRhs->afterNewGradV",0,0,-0.000007451,-0.000007451,"afterNewGradV","GXV",79,64
284,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,6,"beforeCip->afterCipVelocity",0.001361553,0.00060896,0.000007451,0.000007451,"afterCipVelocity","GXV",79,64
284,6,"afterCipVelocity->afterRhs",-0.00001356,-0.000028734,0,0,"afterRhs","GXV",79,64
284,6,"afterRhs->afterNewGradV",0,0,-0.000007451,-0.000007451,"afterNewGradV","GXV",79,64
284,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,7,"beforeCip->afterCipVelocity",0.001394987,0.000726084,0.000007451,0.000007451,"afterCipVelocity","GXV",79,64
284,7,"afterCipVelocity->afterRhs",-0.000013801,-0.000143385,0,0,"afterRhs","GXV",79,64
284,7,"afterRhs->afterNewGradV",0,0,-0.00000751,-0.00000751,"afterNewGradV","GXV",79,64
284,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,8,"beforeCip->afterCipVelocity",0.001429332,0.001053667,0.00000751,0.00000751,"afterCipVelocity","GXV",79,64
284,8,"afterCipVelocity->afterRhs",-0.000014049,-0.00033394,0,0,"afterRhs","GXV",79,64
284,8,"afterRhs->afterNewGradV",0,0,-0.00000751,-0.00000751,"afterNewGradV","GXV",79,64
284,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,9,"beforeCip->afterCipVelocity",0.001464649,0.001243837,0.00000751,0.00000751,"afterCipVelocity","GXV",79,64
284,9,"afterCipVelocity->afterRhs",-0.000014298,-0.000323597,0,0,"afterRhs","GXV",79,64
284,9,"afterRhs->afterNewGradV",0,0,-0.00000757,-0.00000757,"afterNewGradV","GXV",79,64
284,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,10,"beforeCip->afterCipVelocity",0.001500997,0.001232922,0.00000757,0.00000757,"afterCipVelocity","GXV",79,64
284,10,"afterCipVelocity->afterRhs",-0.000014558,-0.000312866,0,0,"afterRhs","GXV",79,64
284,10,"afterRhs->afterNewGradV",0,0,-0.00000757,-0.00000757,"afterNewGradV","GXV",79,64
284,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
284,11,"beforeCip->afterCipVelocity",0.001538435,0.001221444,0.00000757,0.00000757,"afterCipVelocity","GXV",79,64
284,11,"afterCipVelocity->afterRhs",-0.00001482,-0.000301759,0,0,"afterRhs","GXV",79,64
284,11,"afterRhs->afterNewGradV",0,0,-0.000007629,-0.000007629,"afterNewGradV","GXV",79,64
284,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,0,"beforeCip->afterCipVelocity",0.001577037,0.001209456,0.000007629,0.000007629,"afterCipVelocity","GXV",79,64
285,0,"afterCipVelocity->afterRhs",-0.000015091,-0.000290301,0,0,"afterRhs","GXV",79,64
285,0,"afterRhs->afterNewGradV",0,0,-0.000007629,-0.000007629,"afterNewGradV","GXV",79,64
285,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,1,"beforeCip->afterCipVelocity",0.001616878,0.001196981,0.000007629,0.000007629,"afterCipVelocity","GXV",79,63
285,1,"afterCipVelocity->afterRhs",-0.000015372,-0.000278506,0,0,"afterRhs","GXV",79,63
285,1,"afterRhs->afterNewGradV",0,0,-0.000007689,-0.000007689,"afterNewGradV","GXV",79,64
285,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,2,"beforeCip->afterCipVelocity",0.001657847,0.001184095,0.000007689,0.000007689,"afterCipVelocity","GXV",79,63
285,2,"afterCipVelocity->afterRhs",-0.000015657,-0.000266424,0,0,"afterRhs","GXV",79,63
285,2,"afterRhs->afterNewGradV",0,0,-0.000007689,-0.000007689,"afterNewGradV","GXV",79,64
285,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,3,"beforeCip->afterCipVelocity",0.001700091,0.001170819,0.000007689,0.000007689,"afterCipVelocity","GXV",79,63
285,3,"afterCipVelocity->afterRhs",-0.000015956,-0.000254065,0,0,"afterRhs","GXV",79,63
285,3,"afterRhs->afterNewGradV",0,0,-0.000007749,-0.000007749,"afterNewGradV","GXV",79,64
285,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,4,"beforeCip->afterCipVelocity",0.001743748,0.001157229,0.000007749,0.000007749,"afterCipVelocity","GXV",79,63
285,4,"afterCipVelocity->afterRhs",-0.000016267,-0.000241464,0,0,"afterRhs","GXV",79,63
285,4,"afterRhs->afterNewGradV",0,0,-0.000007749,-0.000007749,"afterNewGradV","GXV",79,64
285,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,5,"beforeCip->afterCipVelocity",0.001788894,0.001143363,0.000007749,0.000007749,"afterCipVelocity","GXV",79,63
285,5,"afterCipVelocity->afterRhs",-0.000016587,-0.000228637,0,0,"afterRhs","GXV",79,63
285,5,"afterRhs->afterNewGradV",0,0,-0.000007808,-0.000007808,"afterNewGradV","GXV",79,64
285,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,6,"beforeCip->afterCipVelocity",0.001835582,0.001129281,0.000007808,0.000007808,"afterCipVelocity","GXV",79,63
285,6,"afterCipVelocity->afterRhs",-0.000016927,-0.000215635,0,0,"afterRhs","GXV",79,63
285,6,"afterRhs->afterNewGradV",0,0,-0.000007808,-0.000007808,"afterNewGradV","GXV",79,64
285,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,7,"beforeCip->afterCipVelocity",0.001883883,0.00111505,0.000007808,0.000007808,"afterCipVelocity","GXV",79,63
285,7,"afterCipVelocity->afterRhs",-0.000017283,-0.000202481,0,0,"afterRhs","GXV",79,63
285,7,"afterRhs->afterNewGradV",0,0,-0.000007868,-0.000007868,"afterNewGradV","GXV",79,64
285,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,8,"beforeCip->afterCipVelocity",0.00193384,0.001100708,0.000007868,0.000007868,"afterCipVelocity","GXV",79,63
285,8,"afterCipVelocity->afterRhs",-0.00001766,-0.000189234,0,0,"afterRhs","GXV",79,63
285,8,"afterRhs->afterNewGradV",0,0,-0.000007927,-0.000007927,"afterNewGradV","GXV",79,64
285,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,9,"beforeCip->afterCipVelocity",0.001985183,0.001086329,0.000007927,0.000007927,"afterCipVelocity","GXV",79,63
285,9,"afterCipVelocity->afterRhs",-0.000018058,-0.000175826,0,0,"afterRhs","GXV",79,63
285,9,"afterRhs->afterNewGradV",0,0,-0.000007927,-0.000007927,"afterNewGradV","GXV",79,64
285,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
285,10,"beforeCip->afterCipVelocity",0.002038171,0.001071945,0.000007927,0.000007927,"afterCipVelocity","GXV",79,63
285,10,"afterCipVelocity->afterRhs",-0.000018485,-0.000162392,0,0,"afterRhs","GXV",79,63
285,10,"afterRhs->afterNewGradV",0,0,-0.000007987,-0.000007987,"afterNewGradV","GXV",79,64
285,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
